"progress","duration","qualtrics_id","id","doi","d_filter","d_synth","c_filter","comments","cr-1","cr-1-1	","cr-1-2","cr-3","cr-3-text","cr-4","cr-4-text","cr-f-1","cr-f-2","cr-f-1-1","cr-a-1","cr-a-2","cr-i-1","cr-i-2","cr-i-3","cr-i-4","cr-r-1","cr-r-2","cr-r-3","cr-r-1-1","dr-1","dr-1-1","dr-1-2","dr-1-2-1","dr-2","dr-2-1","dr-f-1","dr-f-2","dr-f-3","dr-f-1-1","dr-a-1","dr-a-2","dr-i-1","dr-i-2","dr-r-1","dr-r-2","dr-r-3","dr-r-1-1"
"100","178","R_3zGDhpRSF78AaM9","267","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1962527","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/IJGIS_DATA/13078061","","","No","","Yes","Yes","https://figshare.com/articles/dataset/IJGIS_DATA/13078061","Yes","No","Yes","No","Unclear","No","No","Yes","No","","Yes","https://figshare.com/articles/dataset/IJGIS_DATA/13078061","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/IJGIS_DATA/13078061","Yes","No","No","No","No","Yes","No",""
"100","326","R_35QS8JjCLQTrmGp","268","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1980217","Yes","Yes","Yes","","Yes","figshare","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1980217","","","Unclear, specify why","The author provided detailed instructions. There still could be uncertainties in running the steps.","Yes","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1980217","Yes","Yes","Yes","Unclear","No","No","No","Yes","Unclear","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1980217","","","No","","Yes","Yes","No","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1980217","Yes","Unclear","No","No","No","Yes","No",""
"100","186","R_3ENjNdnPjDG1pN2","269","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1981335","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/NRCP-Code_Data/14782002/1?file=28405185","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/dataset/NRCP-Code_Data/14782002/1?file=28405185","Yes","Yes","Unclear","No","No","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/NRCP-Code_Data/14782002/1?file=28405185","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/NRCP-Code_Data/14782002/1?file=28405185","Yes","No","No","No","No","Yes","No",""
"100","654","R_6fDxIWWCD5itMcP","403","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1737701","Yes","No","Yes","names for data and code locations are provided, but not links. Could not locate resources on those sites.","Partial, some code cannot be accessed","GitHub","","Other, please specify","Insufficient infomration provided to locate repository","","","No","Unclear","","Unclear","Unclear","Unclear","Unclear","Yes","Unclear","Unclear","Unclear","Unclear","","Partial, some data cannot be accessed","","Other, please specify","No clear link provided. Could not locate data using info in manuscript","No","","Unclear","Unclear",NA,"","Unclear","Unclear","Unclear","Unclear","Unclear","No","Unclear",""
"100","427","R_6rff8lrgYkVIVdm","402","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1721503","Yes","No","Yes","Data provenance is provided in the manuscript. Code has minimal comments, but comments are consistent in style.","Yes","Figshare","https://doi.org/10.6084/m9.figshare.11371902.v1","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.11371902.v1","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Unclear","CC0","Yes","http://doi.org/10.6084/m9.figshare.11371902","","","Yes","http://doi.org/10.6084/m9.figshare.11371902","Yes","Yes","Yes","https://doi.org/10.6084/m9.figshare.11371902.v1","Yes",NA,"No","No","Yes","Yes","Yes","CC0"
"100","411","R_6iDQmTUa79tHVeN","400","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1730848","Yes","No","Yes","Supplement outlines procedures, but does not list data variables.","Yes","Figshare","https://doi.org/10.6084/m9.figshare.10260038","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.10260038","Yes","Yes","Yes","No","No","No","Yes","Yes",NA,"CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.10260038","","","Yes","In supplemental Materials","Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.10260038","Yes",NA,NA,NA,"Yes","No","Yes","CC BY 4.0"
"100","271","R_6KusUN2SJo4Wzwm","388","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1748191","Yes","No","Yes","","No","","","Other, please specify","Provided link did not function","","","","","","","","","","","","","","","","No","","Other, please specify","Provided link did not function","No","","","","","","","","","","","","",""
"100","388","R_6QMc5WrRsWouhb2","376","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1759807","Yes","No","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.12133575.v1","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.12133575.v1","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",NA,"CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.12133575.v1","","","No","","Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.12133575.v1","Yes",NA,NA,NA,"Yes","No","Yes","CC BY 4.0"
"100","193","R_6NrhkVL9deuAjyS","374","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1764003","Yes","No","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.11861964.v1","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.11861964.v1","Yes","Yes","Yes","No","No","No","Yes","Yes","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.11861892.v1","","","No","","Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.11861892.v1","Yes",NA,NA,NA,"Yes","No","Yes","CC BY 4.0"
"100","430","R_6CvkQ9LVRvu3wIG","369","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1817463","Yes","No","Yes","Minimal commenting in code","Yes","Figshare","https://doi.org/10.6084/m9.figshare.c.4853124.v1","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.c.4853124.v1","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.c.4853124.v1","","","No","","Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.c.4853124.v1","Yes",NA,NA,NA,"Yes","No","Yes","CC BY 4.0"
"100","425","R_6EMDNsYyoeRjODy","368","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1772479","Yes","No","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.10318643.v6","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.10318643.v6","Yes","Yes","Yes","Yes","No","No","Yes","Yes",NA,"CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.11948742.v6","","","No","","Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.11948742.v6","Yes",NA,NA,NA,"Yes","Yes","Yes","CC BY 4.0"
"100","194","R_6fwzP6HkUfX9Ms2","366","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1755040","Yes","No","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.11841372.v1","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.11841372.v1","Yes","Yes","Yes","No","No","No","Yes","Yes",NA,"CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.11841372.v1","","","No","","Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.11841372.v1","Yes",NA,NA,NA,"Yes","No","Yes","CC BY 4.0"
"100","212","R_3flS6QQTLDA0uQg","270","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1980883","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Binary_tree_sampling/14703162?file=28237797","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/dataset/Binary_tree_sampling/14703162?file=28237797","Yes","Yes","Yes","No","Unclear","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Binary_tree_sampling/14703162?file=28237797","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/Binary_tree_sampling/14703162?file=28237797","Yes","No","No","No","No","Yes","No",""
"100","385","R_3Gy34IhjbfOKjV9","271","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.2015600","Yes","Yes","Yes","This is an interesting paper. The data and code of the paper shared by figshare is provided, however, the link is not available and can't open. ","No","","","Other, please specify","The link shared for code is not findable anymore. ","No","","","","","","","","","","","","","","","Yes","http://10.0.23.196/m9.figshare.14853636","","","No","","No","No","Unclear","","No","No","No","No","No","No","No",""
"100","740","R_3sjGfvIc8gzwHpV","272","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1977814","Yes","Yes","Yes","The doc provided in the link folder includes related machine learning methods descriptions which has the purpose of storing background information. This info can be a reference for the creator and reader. the source of the ML info is unclear though. ","Yes","figshare","https://figshare.com/articles/dataset/urban_landmark_extraction_zip/12721310?file=24080270","","","Unclear, specify why","Not enough description about steps of how to run the codes.","Yes","Yes","https://figshare.com/articles/dataset/urban_landmark_extraction_zip/12721310?file=24080270","Yes","Yes","Yes","Yes","Unclear","No","Unclear","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/urban_landmark_extraction_zip/12721310?file=24080270","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/urban_landmark_extraction_zip/12721310?file=24080270","Yes","No","No","No","No","Yes","No",""
"100","551","R_3O8K1up4Nc0fGmF","273","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1987441","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Detecting_Geospatial_Location_Descriptions_in_Natural_Language_Text/12561983?file=23416565","","","Unclear, specify why","There is no doc describing the steps to run the code. No metadata. The data/code link provided in the link has some texts, it is repetition of the paper or abstract. This sometimes happen in the link provided. ","Yes","Yes","https://figshare.com/articles/dataset/Detecting_Geospatial_Location_Descriptions_in_Natural_Language_Text/12561983?file=23416565","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Detecting_Geospatial_Location_Descriptions_in_Natural_Language_Text/12561983?file=23416565","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/Detecting_Geospatial_Location_Descriptions_in_Natural_Language_Text/12561983?file=23416565","Yes","No","No","No","No","Yes","No",""
"100","619","R_3EihIrJSsy7FGtW","274","274","Yes","Yes","Yes","The info wrote in readme is not organized. ","Yes","figshare","https://figshare.com/articles/dataset/A_normative_model_of_physical_distancing_distribution_in_the_three-dimensional_complex_built_space_an_application_to_estimating_the_number_of_persons_without_social_distancing/12982877/1?file=24817820","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/A_normative_model_of_physical_distancing_distribution_in_the_three-dimensional_complex_built_space_an_application_to_estimating_the_number_of_persons_without_social_distancing/12982877/1?file=24817820","Yes","Yes","Yes","No","No","No","Unclear","Unclear","Unclear","","Yes","https://figshare.com/articles/dataset/A_normative_model_of_physical_distancing_distribution_in_the_three-dimensional_complex_built_space_an_application_to_estimating_the_number_of_persons_without_social_distancing/12982877/1?file=24817820","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/A_normative_model_of_physical_distancing_distribution_in_the_three-dimensional_complex_built_space_an_application_to_estimating_the_number_of_persons_without_social_distancing/12982877/1?file=24817820","Yes","No","No","No","No","Yes","No",""
"100","457","R_3E5vLlWwzqaMjOz","275","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1942476","Yes","Yes","Yes","The code and data is provided  in both zenodo and figshare.","Yes","zenodo","https://zenodo.org/records/6998123","","","Unclear, specify why","","Yes","Yes","https://zenodo.org/records/6998123","Yes","Yes","Yes","Yes","Unclear","No","Yes","Yes","Unclear","GNU GENERAL PUBLIC LICENSE","Yes","https://figshare.com/articles/software/r_survey_zip/13246595?file=28284486","","","No","","Yes","Yes","No","https://zenodo.org/records/6998123","Yes","No","No","No","No","Yes","No",""
"100","401","R_3ND15OFoTFZ7aUq","276","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1946542","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Familiarity-dependent_computational_modelling_of_indoor_landmark_selection_for_route_communication_a_ranking_approach/13352663?file=25755650","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/Familiarity-dependent_computational_modelling_of_indoor_landmark_selection_for_route_communication_a_ranking_approach/13352663?file=25755650","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Familiarity-dependent_computational_modelling_of_indoor_landmark_selection_for_route_communication_a_ranking_approach/13352663?file=25756940","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/Familiarity-dependent_computational_modelling_of_indoor_landmark_selection_for_route_communication_a_ranking_approach/13352663?file=25755650","Yes","No","No","No","Unclear","Yes","No",""
"100","247","R_3OpKCNB6Q4bSfs2","277","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1947507#d1e3978","Yes","Yes","Yes","","Yes","github","https://github.com/uhuohuy/GazPNE/blob/master/README.md","","","Yes","","Yes","Yes","https://github.com/uhuohuy/GazPNE/blob/master/README.md","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","GNU Affero General Public license 3.0","Yes","https://github.com/uhuohuy/GazPNE/blob/master/README.md","","","Yes","https://github.com/uhuohuy/GazPNE/blob/master/README.md","Yes","Yes","Yes","https://github.com/uhuohuy/GazPNE/blob/master/README.md","Yes","Unclear","Yes","Yes","No","Yes","No",""
"100","251","R_3qeD6RvyyCzR4CQ","278","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1962528","Yes","No","No","This is a systematic review paper. ","","","","","","","","","","","","","","","","","","","","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1962528#d1e1132","","","No","","Yes","Yes","No","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1962528#d1e1132","No","No","No","No","No","No","No",""
"100","220","R_3CKnHKRV5h4VmWa","279","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1934476","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Integration_of_Internet_search_data_to_predict_tourism_trends_using_spatial-temporal_XGBoost_composite_model/14511657?file=27802485","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://figshare.com/articles/dataset/Integration_of_Internet_search_data_to_predict_tourism_trends_using_spatial-temporal_XGBoost_composite_model/14511657?file=27802485","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Integration_of_Internet_search_data_to_predict_tourism_trends_using_spatial-temporal_XGBoost_composite_model/14511657?file=27802485","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/Integration_of_Internet_search_data_to_predict_tourism_trends_using_spatial-temporal_XGBoost_composite_model/14511657?file=27802485","Yes","No","No","No","No","Yes","No",""
"100","687","R_3Rpv1PNeP6lJEPV","280","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1873998","Yes","Yes","Yes","The doc has detailed flowchart and indicate computing software but no license explicitely listed. ","Yes","figshare","https://figshare.com/articles/dataset/Codes_data_for_A_hybrid_approach_to_building_simplification_with_an_evaluator_from_a_backpropagation_neural_network_/11864355?file=24538823","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/Codes_data_for_A_hybrid_approach_to_building_simplification_with_an_evaluator_from_a_backpropagation_neural_network_/11864355?file=24538823","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Codes_data_for_A_hybrid_approach_to_building_simplification_with_an_evaluator_from_a_backpropagation_neural_network_/11864355?file=24538823","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/Codes_data_for_A_hybrid_approach_to_building_simplification_with_an_evaluator_from_a_backpropagation_neural_network_/11864355?file=24538823","Yes","No","No","No","Unclear","Yes","No",""
"100","621","R_31isNVUHoxAo1TD","281","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1885675","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/Sparse_reconstruction_with_spatial_structures_to_automatically_determine_neighbors/12361487/1?file=24405653","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/Sparse_reconstruction_with_spatial_structures_to_automatically_determine_neighbors/12361487/1?file=24405653","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/Sparse_reconstruction_with_spatial_structures_to_automatically_determine_neighbors/12361487/1?file=24405653","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/Sparse_reconstruction_with_spatial_structures_to_automatically_determine_neighbors/12361487/1?file=24405653","Yes","No","No","No","No","Yes","No",""
"100","361","R_3JWmOWW0IE3mJ7b","282","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1863411","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/code_and_data_zip/12592349/1?file=23572487","","","Unclear, specify why","There is one line indicating lineage information: Note that we implemented muxLib.R as a derivate of the MuxNetLib authored by De Domenico et al. (Citation2015) who are not affiliated with the manuscript.","Yes","Yes","Note that we implemented muxLib.R as a derivate of the MuxNetLib authored by De Domenico et al. (Citation2015) who are not affiliated with the manuscript.","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/code_and_data_zip/12592349/1?file=23572487","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/code_and_data_zip/12592349/1?file=23572487","Yes","No","No","No","No","Yes","No",""
"100","369","R_39RWnTVPqvr5oDn","283","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1871618","Yes","Yes","Yes","","Yes","github","https://github.com/jhagenauer/gwann","","","No","","Yes","Yes","https://github.com/jhagenauer/gwann","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Unclear","GNU GPLv3","Partial, some data cannot be accessed","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1871618#ack","Unethical due to privacy concerns,Other, please specify"," The real-estate dataset cannot be shared publicly due to data protection restrictions.","No","","No","No","No","","No","No","No","No","No","No","No",""
"100","441","R_39bBfFaCu6Jx3kB","284","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1899184","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/software/SNN_flow/14123960?file=26634386","","","Unclear, specify why","There are decisions to make when running the ML code, especially for choosing training samples.","Yes","Yes","https://figshare.com/articles/software/SNN_flow/14123960?file=26634386","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Unclear","","Yes","https://figshare.com/articles/software/SNN_flow/14123960?file=26634386","","","No","","Yes","Yes","No","https://figshare.com/articles/software/SNN_flow/14123960?file=26634386","Yes","No","No","No","No","Yes","No",""
"100","121","R_33oyQHdQG1Izx4d","285","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1933493","Yes","Yes","Yes","","No","","","Other, please specify","The link shared for code is not found anymore. ","No","","","","","","","","","","","","","","","No","","Other, please specify","provided a link, however the link not available.","No","","","","","","","","","","","","",""
"100","740","R_3fkRbGIyNnr9pGV","286","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1893323#d1e2011","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","","","Unclear, specify why","No instructions of the running of the file. ","Yes","Yes","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","","","Yes","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","Yes","Yes","No","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","Yes","No","Yes","No","Unclear","Yes","No",""
"100","273","R_3pSHFXwhFQQsUgu","287","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1902530","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","","","Unclear, specify why","No instructions, metadata is provided. ","Yes","Yes","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","Yes","Yes","Yes","Yes","Unclear","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/FIXME_-_Intrinsic_Quality_Analysis_of_OpenStreetMap_using_Topic_Models/12649805","Yes","No","No","No","No","Yes","No",""
"100","360","R_36gwZuR3r3Wipy1","288","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1852475","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/software/Python_codes_and_Data_used_in_paper_of_Incorporation_of_spatial_anisotropy_in_urban_expansion_modelling_with_CA/12213149","","","Unclear, specify why","some files are not in english, might not be compatible with some users environment. ","Yes","Yes","https://figshare.com/articles/software/Python_codes_and_Data_used_in_paper_of_Incorporation_of_spatial_anisotropy_in_urban_expansion_modelling_with_CA/12213149","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/software/Python_codes_and_Data_used_in_paper_of_Incorporation_of_spatial_anisotropy_in_urban_expansion_modelling_with_CA/12213149","","","No","","Yes","Yes","No","https://figshare.com/articles/software/Python_codes_and_Data_used_in_paper_of_Incorporation_of_spatial_anisotropy_in_urban_expansion_modelling_with_CA/12213149","Yes","No","No","No","No","Yes","No",""
"100","358","R_3FXbOBTkOln3UF4","289","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1876236","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/A_constraint-based_approach_for_identifying_the_urban_rural_fringe_of_polycentric_cities_using_multi-sourced_data/11493678?file=20546430","","","Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/A_constraint-based_approach_for_identifying_the_urban_rural_fringe_of_polycentric_cities_using_multi-sourced_data/11493678?file=20546430","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/A_constraint-based_approach_for_identifying_the_urban_rural_fringe_of_polycentric_cities_using_multi-sourced_data/11493678?file=20546430","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/A_constraint-based_approach_for_identifying_the_urban_rural_fringe_of_polycentric_cities_using_multi-sourced_data/11493678?file=20546430","Yes","No","No","No","No","Yes","No",""
"100","1070","R_3CE28JszVpechnJ","290","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1931873","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/software/Gentrification_Index_R_code_and_dependent_files_zip/11861229?file=27966189","","","Unclear, specify why","Not enough instructions of files. ","Yes","Yes","https://figshare.com/articles/software/Gentrification_Index_R_code_and_dependent_files_zip/11861229?file=27966189","Yes","Yes","Yes","Yes","No","No","No","Yes","No","","Yes","https://figshare.com/articles/dataset/Data_for_New_York_City_Index_of_Gentrification/11862090?file=27926934","","","Yes","https://figshare.com/articles/dataset/Data_for_New_York_City_Index_of_Gentrification/11862090?file=27926934","Yes","Yes","No","https://figshare.com/articles/dataset/Data_for_New_York_City_Index_of_Gentrification/11862090?file=27926934","Yes","No","No","No","No","Yes","No",""
"100","555","R_3rHAw3JyGnUpLEJ","291","https://www.tandfonline.com/doi/full/10.1080/13658816.2021.1931237#ack","Yes","Yes","Yes","","Yes","figshare","https://figshare.com/articles/dataset/The_effects_of_sample_size_and_sample_prevalence_on_cellular_automata_based_urban_growth_simulation/12824861/1?file=25891644","","","Yes,Unclear, specify why","","Yes","Yes","https://figshare.com/articles/dataset/The_effects_of_sample_size_and_sample_prevalence_on_cellular_automata_based_urban_growth_simulation/12824861/1?file=25891644","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","","Yes","https://figshare.com/articles/dataset/The_effects_of_sample_size_and_sample_prevalence_on_cellular_automata_based_urban_growth_simulation/12824861/1","","","No","","Yes","Yes","No","https://figshare.com/articles/dataset/The_effects_of_sample_size_and_sample_prevalence_on_cellular_automata_based_urban_growth_simulation/12824861/1?file=25891644","Yes","No","No","No","No","Yes","No",""
"100","400","R_6i2wM7Fd6xBXvHT","365","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1808897","Yes","No","Yes","A metadata file organizing the scripts is provided. Metadata for the data is not provided, but data is from documented sources.","Yes","GitHub","https://github.com/xmblb/HeterogeneousEnsemble","","","","","No","No","","","","Yes","No","No","No","No","Yes","Unclear","","Yes","https://github.com/xmblb/HeterogeneousEnsemble","","","No","","No","Yes","No","","Unclear","Yes","No","No","No","No","Yes",""
"100","727","R_6MYVyy4QULAudVv","364","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1796131","Yes","No","Yes","Well documented example","Yes","Figshare","https://doi.org/10.6084/m9.figshare.11412999.v1","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.11412999.v1","Yes","Yes","Yes","No","No","No","Yes","Yes",NA,"CC BY 4.0","Yes","https://open.canada.ca/data/en/dataset/ba2645d5-4458-414d-b196-6303ac06c1c9; https://opendata.nfis.org/downloads/forest_change/CA_forest_VLCE_2015.zip","","","Yes","https://open.canada.ca/data/en/dataset/ba2645d5-4458-414d-b196-6303ac06c1c9","Yes","Yes","Yes","https://doi.org/10.1080/07038992.2018.1437719","Yes","Unclear","Yes","Yes","Yes","Yes","Yes","Open Government Licence - Canada "
"100","454","R_6riIcaIC5XTwNB0","362","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1775836","Yes","Yes","Yes","No metadata on Figshare. Metadata may be available through original source site. Case data not provided.","Yes","Figshare","https://doi.org/10.6084/m9.figshare.12355472.v1","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.12355472.v1","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.12355472.v1","","","No","","Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.12355472.v1","Yes",NA,NA,NA,"Yes","No","Unclear","CC BY 4.0"
"100","479","R_6Qy8MNDDghmFTGh","361","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1768260","Yes","No","Yes","Notes data extracted from OSM, but no additional info. Minimal commenting in code.","Yes","Figshare","https://doi.org/10.6084/m9.figshare.11742507.v2","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.11742507.v2","Yes","Yes","Yes","No","No","No","Yes","Yes",NA,"CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.11742507.v2","","","No","","Yes","Yes","No","https://doi.org/10.6084/m9.figshare.11742507.v2","Yes","No",NA,NA,"Yes","Unclear","Unclear","CC BY 4.0"
"100","495","R_6Y6bmuIO4qAH6W4","360","https://www.tandfonline.com/doi/full/10.1080/13658816.2020.1795177","Yes","No","Yes","The authors provide intermediate data products (e.g., matrices) derived from inaccessible data. Metadata briefly describing these products and organizing code is provided. Source datasets may have metadata on original sites. ","Yes","Figshare","https://doi.org/10.6084/m9.figshare.11972937.v4","","","","","Yes","Yes","https://doi.org/10.6084/m9.figshare.11972937.v4","","Yes",NA,NA,"No","No","","Yes",NA,"","Partial, some data cannot be accessed","https://doi.org/10.6084/m9.figshare.11972937.v4","Limited by data contract","","No","",NA,NA,NA,"",NA,NA,NA,NA,"Yes",NA,"Unclear","CC BY 4.0"
